degree,k_ij
1,2.0
3,28.666666666666668
1,3.0
2,220.0
1,2.0
2,24.5
2,24.5
4,852.25
1,380.0
2,478.0
1,380.0
2,718.0
2,148.5
8,349.125
2,191.5
3,492.0
2,409.5
2,371.0
2,192.0
4,786.75
17,333.0
1,9.0
2,194.5
6,533.5
2,599.5
1,380.0
1,380.0
2,354.5
1,380.0
1,380.0
2,1582.5
5,559.0
1,380.0
1,380.0
3,509.0
5,1075.4
2,406.0
1,380.0
1,380.0
5,1299.4
4,882.25
1,471.0
2,710.5
7,612.8571428571429
7,251.57142857142858
5,953.4
2,1539.5
3,1259.3333333333333
3,1241.3333333333333
1,3.0
5,196.6
2,590.5
1,677.0
2,265.5
1,329.0
2,82.0
1,3103.0
2,132.5
46,284.4347826086956
2,294.0
2,1515.0
1,3103.0
2,1803.5
1,477.0
2,345.0
4,226.75
4,85.75
1,3103.0
11,405.8181818181818
3,301.3333333333333
4,533.0
7,527.0
8,361.125
1,37.0
3,62.666666666666664
2,5.0
1,2.0
5,174.4
5,751.4
1,9.0
4,1045.75
2,92.0
2,105.0
1,2.0
3,1034.3333333333333
3,146.66666666666666
1,3.0
1,51.0
1,58.0
2,237.0
1,9.0
3,416.6666666666667
2,108.0
1,1053.0
2,329.5
1,819.0
1,12.0
2,588.0
9,355.1111111111111
3,301.3333333333333
2,816.0
2,450.5
3,107.33333333333333
2,62.5
2,37.5
8,35.0
1,8.0
9,140.77777777777777
3,144.33333333333334
1,11.0
1,173.0
3,146.66666666666666
1,63.0
5,305.6
1,1.0
1,1.0
2,866.5
4,798.5
2,3.5
1,2.0
29,125.41379310344827
1,29.0
1,29.0
1,29.0
1,29.0
2,22.0
1,29.0
1,29.0
3,29.0
1,3.0
7,664.1428571428571
23,328.30434782608694
2,13.5
10,483.5
1,10.0
4,135.75
1,3103.0
8,617.25
7,350.0
1,477.0
34,380.3529411764706
15,317.1333333333333
1,299.0
2,1768.0
2,521.0
9,353.6666666666667
1,1053.0
5,1013.4
2,470.5
3,1205.0
3,342.6666666666667
1,1.0
1,1.0
1,19.0
2,12.5
1,3103.0
8,599.25
2,803.0
1,20.0
1,37.0
2,1.5
1,2.0
4,841.0
4,265.75
1,4.0
1,432.0
23,135.95652173913044
1,23.0
1,23.0
1,23.0
1,23.0
1,23.0
1,23.0
1,23.0
1,23.0
1,23.0
3,1016.3333333333334
19,240.89473684210526
3,81.0
1,3.0
8,480.75
1,8.0
4,949.75
3,623.3333333333334
2,1549.0
1,3024.0
2,1514.5
1,3024.0
2,14.0
1,3024.0
13,310.0769230769231
2,12.5
2,12.5
1,13.0
2,12.5
1,13.0
5,121.6
1,25.0
4,472.75
1,1461.0
1,1.0
1,1.0
1,477.0
3,634.0
3,259.3333333333333
1,237.0
2,311.0
2,2.0
1,1.0
1,1.0
2,36.5
4,555.25
3,535.3333333333334
3,1079.3333333333333
2,710.5
2,877.5
2,41.0
2,20.5
5,2.2
3,4.333333333333333
3,4.333333333333333
1,5.0
2,45.5
2,1768.0
4,41.25
3,12.666666666666666
6,113.0
4,886.0
4,506.0
6,371.8333333333333
3,623.3333333333334
3,1402.6666666666667
2,1003.0
2,751.0
23,225.17391304347825
3,384.0
3,623.3333333333334
3,508.0
2,751.0
1,34.0
1,34.0
1,34.0
4,314.75
1,4.0
16,497.125
1,16.0
4,510.0
2,751.0
3,89.0
6,947.0
2,5.0
1,471.0
1,1461.0
2,536.0
1,3024.0
1,3103.0
1,3103.0
1,1995.0
1,380.0
3,2199.3333333333335
3,1008.6666666666666
1,3.0
1,3.0
2,42.5
2,5.5
5,772.4
3,355.6666666666667
1,677.0
2,1768.0
15,3.2
1,15.0
1,15.0
6,21.0
2,303.5
12,198.5
2,8.5
1,34.0
1,34.0
2,1529.0
2,25.0
1,1995.0
3,115.33333333333333
1,34.0
2,20.0
1,34.0
1,4.0
1,176.0
2,17.5
1,2.0
3,1098.3333333333333
1,34.0
2,21.0
3,597.3333333333334
1,34.0
2,134.0
2,134.0
1,234.0
1,34.0
2,20.0
1,34.0
2,181.5
2,181.5
2,24.0
2,51.5
2,20.5
2,18.0
2,2.5
3,1308.0
5,174.2
1,5.0
2,250.5
5,1056.6
1,6.0
6,1.1666666666666667
1,6.0
1,6.0
1,6.0
1,6.0
2,3.5
1,2.0
1,36.0
5,644.8
1,5.0
1,5.0
5,243.6
2,1513.0
3,159.0
1,3.0
2,5.0
1,2.0
3,998.0
5,43.8
3,3.6666666666666665
1,26.0
1,26.0
2,16.5
1,26.0
2,486.0
1,1.0
1,1.0
3,1168.6666666666667
1,1056.0
1,2.0
2,1.0
1,1.0
1,1.0
1,2.0
2,2282.0
2,131.5
16,411.25
2,1595.5
1,5.0
1,4.0
4,1.0
8,219.125
1,8.0
1,4.0
1,4.0
1,4.0
2,1552.0
1,2.0
2,1514.0
4,757.75
5,709.6
5,337.6
2,268.0
2,249.5
2,249.5
15,273.46666666666664
4,12.5
9,366.55555555555554
10,324.2
7,457.85714285714283
1,7.0
8,404.5
5,613.6
3,1257.0
6,207.66666666666666
4,307.25
2,233.5
1,70.0
1,3103.0
4,807.5
2,2282.0
41,288.5121951219512
1,1.0
1,1.0
5,422.2
1,3103.0
1,1995.0
2,167.5
21,277.0952380952381
3,103.66666666666667
7,514.4285714285714
1,3103.0
2,159.5
1,10.0
1,571.0
3,1238.0
1,174.0
2,1563.0
17,192.64705882352942
1,17.0
1,17.0
4,269.5
1,25.0
2,1553.0
3,29.666666666666668
2,543.5
2,274.0
1,36.0
9,270.44444444444446
1,9.0
3,30.333333333333332
2,54.0
13,505.46153846153845
1,104.0
2,489.5
1,104.0
3,511.0
1,134.0
1,306.0
1,1.0
1,1.0
2,361.0
2,1552.0
7,111.42857142857143
1,7.0
1,49.0
1,218.0
1,297.0
25,324.28
10,640.7
3,1017.3333333333334
1,22.0
2,1837.0
1,576.0
3,564.0
2,93.0
4,889.25
1,49.0
49,1.6122448979591837
2,1576.0
1,49.0
1,49.0
1,49.0
3,1054.3333333333333
1,49.0
1,49.0
1,49.0
2,1576.0
1,49.0
1,49.0
1,49.0
2,111.5
2,31.5
2,26.5
2,35.5
2,5.5
1,49.0
1,49.0
1,49.0
2,27.0
1,49.0
2,1576.0
2,25.5
2,26.5
2,26.0
1,3103.0
3,127.33333333333333
1,49.0
2,189.0
3,1218.6666666666667
1,49.0
2,25.5
1,49.0
2,214.5
1,49.0
1,49.0
2,36.5
1,3103.0
1,49.0
2,39.0
1,49.0
2,25.0
1,2.0
3,127.33333333333333
1,49.0
2,26.0
2,31.5
1,49.0
3,77.33333333333333
2,59.0
1,49.0
2,25.0
1,2.0
1,1.0
1,1.0
1,677.0
2,611.5
3,740.6666666666666
1,3103.0
9,315.6666666666667
2,92.0
5,382.8
1,5.0
2,710.5
1,35.0
1,3.0
3,653.6666666666666
1,3024.0
3,331.6666666666667
1,104.0
1,477.0
1,104.0
15,322.26666666666665
2,8.5
1,15.0
2,246.0
2,8.5
1,15.0
19,496.5263157894737
2,64.5
1,63.0
6,532.5
1,3024.0
2,1771.0
1,310.0
1,235.0
3,1260.3333333333333
7,787.2857142857143
1,7.0
2,93.5
6,300.5
1,6.0
1,6.0
1,1461.0
5,821.2
3,1146.3333333333333
1,5.0
1,8.0
1,1.0
1,1.0
1,15.0
2,539.5
4,179.75
2,159.5
2,1257.0
1,1056.0
9,467.6666666666667
7,477.0
9,411.44444444444446
6,152.83333333333334
2,4.0
2,73.5
1,6.0
1,170.0
1,4.0
11,300.0
1,1056.0
2,150.0
1,471.0
6,239.83333333333334
9,170.0
4,785.25
2,35.5
9,283.8888888888889
3,1390.6666666666667
5,156.6
2,10.0
7,556.2857142857143
1,3103.0
1,1.0
1,1.0
2,185.5
1,2.0
1,36.0
2,1732.5
3,670.6666666666666
3,164.66666666666666
17,321.7647058823529
10,238.0
1,104.0
4,424.25
2,350.5
2,2.5
1,167.0
4,544.25
1,37.0
2,12.0
3,92.0
5,736.8
2,290.5
1,362.0
3,38.0
10,95.2
4,186.0
1,1053.0
3,1137.3333333333333
1,677.0
2,2.0
1,2.0
3,273.0
2,202.0
11,233.45454545454547
1,11.0
1,55.0
4,65.5
3,170.66666666666666
4,644.5
7,342.57142857142856
2,339.0
1,2.0
4,166.75
7,150.42857142857142
1,30.0
2,1522.5
4,444.0
1,439.0
4,1563.25
1,4.0
1,8.0
2,35.0
1,43.0
3,1052.3333333333333
1,3.0
4,1182.25
9,154.0
1,9.0
1,9.0
1,9.0
1,9.0
7,570.2857142857143
5,365.8
3,1011.6666666666666
4,105.75
2,41.0
42,1.6428571428571428
1,42.0
1,42.0
2,211.0
2,211.0
2,359.5
3,66.0
3,1090.3333333333333
1,42.0
1,42.0
1,42.0
1,42.0
1,42.0
2,1572.5
1,42.0
1,42.0
1,42.0
1,42.0
2,359.5
1,42.0
2,211.0
3,65.33333333333333
2,211.0
1,42.0
2,1572.5
2,359.5
1,42.0
2,84.0
1,42.0
2,44.0
2,58.0
2,58.0
1,42.0
2,139.5
1,42.0
2,185.5
2,359.5
2,359.5
2,33.5
2,44.0
2,33.5
1,42.0
1,699.0
17,429.94117647058823
1,17.0
4,702.75
1,3103.0
1,3103.0
1,3103.0
5,657.0
1,5.0
1,5.0
3,100.0
1,3.0
1,297.0
12,484.8333333333333
3,502.0
2,2079.5
2,222.5
4,1056.0
5,60.8
1,1.0
1,1.0
4,145.25
1,4.0
3,840.3333333333334
1,3103.0
5,473.6
3,459.3333333333333
1,2.0
2,5.0
2,710.5
2,74.5
2,223.0
7,460.85714285714283
1,35.0
5,1167.0
1,174.0
1,576.0
1,104.0
2,1984.5
1,1461.0
3,79.33333333333333
1,3.0
1,3.0
9,672.5555555555555
1,9.0
1,9.0
2,1890.0
8,374.375
5,305.2
4,747.25
2,54.0
3,90.0
1,504.0
1,368.0
15,330.73333333333335
2,1617.5
2,2.0
2,2.0
2,2.0
2,66.0
39,102.07692307692308
1,39.0
2,25.0
3,27.666666666666668
1,39.0
4,307.25
10,304.3
1,10.0
1,362.0
2,1585.0
1,6.0
9,381.0
6,157.5
3,1689.3333333333333
1,1.0
1,1.0
2,3.5
1,2.0
2,66.5
1,432.0
3,1205.0
2,530.5
5,278.4
4,127.25
3,1711.6666666666667
1,25.0
22,244.45454545454547
15,298.8
36,160.33333333333334
16,272.875
28,180.28571428571428
11,346.09090909090907
15,289.26666666666665
17,266.0
10,426.2
22,211.27272727272728
15,283.8
16,266.1875
1,28.0
2,39.0
1,46.0
10,395.5
14,312.64285714285717
12,297.75
9,374.0
13,342.6923076923077
5,890.0
7,458.85714285714283
7,460.14285714285717
7,458.85714285714283
6,534.3333333333334
27,176.0
4,767.0
13,325.2307692307692
4,766.5
19,239.05263157894737
6,644.1666666666666
6,548.0
14,314.42857142857144
1,14.0
20,225.05
8,484.875
5,642.8
7,471.85714285714283
2,34.5
2,1890.0
2,88.5
2,1054.5
2,93.5
2,442.5
13,427.46153846153845
1,28.0
1,10.0
2,527.0
1,2.0
1,234.0
2,222.0
5,414.8
2,537.5
1,66.0
1,477.0
1,380.0
1,1.0
1,1.0
5,278.6
6,277.1666666666667
1,6.0
2,5.0
1,1.0
1,1.0
2,248.5
3,221.33333333333334
4,240.75
1,4.0
3,320.6666666666667
1,819.0
1,37.0
3,39.333333333333336
2,4.0
2,710.5
2,1839.5
1,504.0
3,1010.6666666666666
5,37.4
1,35.0
1,439.0
3,238.66666666666666
2,746.0
1,234.0
1,102.0
1,3.0
1,6.0
11,531.1818181818181
1,11.0
2,150.0
3,110.33333333333333
1,1995.0
1,170.0
2,1656.0
1,3103.0
1,42.0
1,3103.0
1,380.0
2,1638.5
1,1461.0
2,626.5
1,104.0
2,57.0
4,297.25
1,176.0
1,4.0
4,498.5
2,5.5
4,900.25
2,1682.5
5,832.6
1,819.0
5,74.2
1,5.0
2,118.5
1,232.0
1,35.0
2,1526.0
2,1513.5
2,257.0
3,385.0
4,272.5
1,4.0
1,4.0
2,1521.0
2,574.5
1,8.0
1,60.0
2,167.5
1,1995.0
2,118.5
6,678.6666666666666
3,208.66666666666666
1,3024.0
5,153.0
2,15.0
1,2.0
1,504.0
3,633.6666666666666
9,718.7777777777778
1,9.0
4,111.75
3,149.66666666666666
1,1.0
1,1.0
2,90.0
1,3103.0
21,231.47619047619048
2,452.5
2,350.0
1,2.0
1,34.0
3,544.6666666666666
2,2.0
1,2.0
13,75.38461538461539
17,251.41176470588235
1,17.0
1,3103.0
2,998.0
1,2.0
4,512.75
1,677.0
3,272.0
5,418.6
2,67.5
1,2.0
1,104.0
9,576.1111111111111
4,240.5
4,93.25
4,51.75
1,4.0
3,68.66666666666667
2,1768.0
1,3.0
2,210.0
1,4.0
6,546.6666666666666
1,5.0
4,400.75
4,190.0
2,485.5
11,511.3636363636364
2,5.0
17,202.1764705882353
1,76.0
7,759.0
6,210.5
3,352.0
1,3.0
7,465.7142857142857
1,380.0
3,240.0
1,380.0
1,104.0
3,1390.3333333333333
4,1160.5
4,338.5
2,1771.0
1,3103.0
1,44.0
2,1557.5
1,3103.0
1,571.0
1,3103.0
2,1570.0
6,386.1666666666667
1,12.0
1,3103.0
1,3103.0
2,2282.0
5,416.4
2,1837.0
1,71.0
2,5.0
4,2.25
2,5.0
3,1049.3333333333333
3,1281.0
2,5.0
1,11.0
2,1961.0
1,1.0
1,1.0
8,389.75
1,8.0
1,8.0
4,781.25
3,1117.6666666666667
4,890.25
2,1533.0
4,779.5
2,40.5
1,14.0
1,14.0
4,97.75
1,4.0
1,1.0
1,1.0
3,385.6666666666667
2,268.0
3,339.0
1,3103.0
1,3103.0
2,1861.5
10,344.1
1,10.0
8,574.25
1,8.0
1,8.0
2,752.0
4,328.25
1,218.0
1,125.0
3,665.6666666666666
1,63.0
3,623.3333333333334
2,71.0
6,684.1666666666666
6,684.1666666666666
2,531.0
1,875.0
6,545.5
3,208.33333333333334
1,310.0
1,4.0
8,108.375
1,66.0
17,292.2352941176471
2,1573.0
2,9.0
1,2.0
12,282.3333333333333
2,286.0
1,2.0
5,184.6
3,134.0
1,3.0
10,686.6
2,731.0
1,2.0
1,112.0
1,3.0
2,528.5
1,2.0
1,3103.0
1,4.0
1,3.0
62,225.83870967741936
1,62.0
1,62.0
1,62.0
1,62.0
2,66.0
4,261.75
14,342.35714285714283
1,3.0
2,1585.0
3,79.66666666666667
6,540.6666666666666
9,427.1111111111111
6,540.6666666666666
3,40.666666666666664
1,3.0
1,3.0
2,1512.5
1,2.0
2,156.5
2,13.5
1,2.0
1,504.0
7,111.14285714285714
1,7.0
1,279.0
2,545.0
1,1.0
1,1.0
1,10.0
2,70.5
3,232.33333333333334
2,1564.0
1,3103.0
2,1890.0
1,3103.0
1,3.0
3,1.3333333333333333
2,1553.0
1,3.0
2,1803.5
1,218.0
1,1.0
1,1.0
1,3024.0
3,2394.3333333333335
5,11.6
1,5.0
1,5.0
2,1534.5
1,1995.0
1,699.0
4,130.0
1,4.0
10,399.8
1,97.0
1,3.0
1,875.0
2,1803.5
3,1182.0
5,313.4
2,574.0
2,153.0
2,319.0
3,857.6666666666666
1,699.0
7,439.14285714285717
1,1053.0
2,438.5
2,2.0
1,875.0
2,1001.0
4,26.25
1,4.0
2,549.0
2,1586.0
2,532.0
1,25.0
1,297.0
1,25.0
1,25.0
1,25.0
1,433.0
6,871.0
6,292.8333333333333
1,6.0
5,151.0
4,383.5
1,62.0
3,270.3333333333333
1,329.0
1,3103.0
2,1003.0
2,1565.5
58,180.56896551724137
1,58.0
1,58.0
1,58.0
1,58.0
2,1767.5
4,152.25
2,118.0
1,2.0
3,1543.3333333333333
2,202.0
2,3.5
1,2.0
4,1232.25
2,75.5
15,458.6666666666667
1,15.0
2,1555.5
7,622.7142857142857
5,1075.6
11,475.72727272727275
1,4.0
4,6.0
3,8.0
2,1513.5
1,86.0
1,4.0
1,10.0
33,338.2121212121212
4,415.0
18,155.88888888888889
1,18.0
1,3024.0
5,628.2
2,1512.5
1,2.0
2,1521.5
1,1995.0
1,3.0
3,2.6666666666666665
1,1.0
1,1.0
1,3103.0
3,1906.0
7,245.71428571428572
3,236.33333333333334
4,404.0
2,966.0
1,3024.0
1,37.0
1,37.0
1,4.0
2,152.0
3,364.3333333333333
14,3.5
1,14.0
1,14.0
1,14.0
3,6.333333333333333
1,14.0
11,407.6363636363636
2,60.5
1,11.0
2,32.5
4,304.75
1,4.0
1,362.0
1,46.0
2,28.5
1,875.0
1,25.0
2,150.0
35,320.1714285714286
1,35.0
1,35.0
1,35.0
4,157.75
1,4.0
3,647.3333333333334
4,925.5
3,647.3333333333334
4,159.5
9,537.8888888888889
2,225.5
7,702.1428571428571
1,7.0
1,433.0
1,1461.0
1,190.0
16,409.4375
1,16.0
2,1555.5
1,46.0
2,1555.5
1,1053.0
2,1550.5
2,59.0
1,41.0
7,586.1428571428571
5,704.6
9,441.1111111111111
6,587.8333333333334
6,751.6666666666666
9,451.44444444444446
1,9.0
5,370.4
5,436.4
4,780.75
1,206.0
1,10.0
1,4.0
1,571.0
2,38.5
1,2.0
4,452.75
1,3103.0
1,170.0
4,322.0
2,288.5
1,2.0
1,1053.0
4,331.5
1,237.0
3,196.0
1,3.0
3,256.3333333333333
2,751.0
2,1771.0
1,2.0
5,353.8
3,497.3333333333333
5,337.6
1,8.0
2,22.0
1,3103.0
9,391.22222222222223
2,1552.0
1,2.0
2,1513.5
1,133.0
5,374.4
1,5.0
1,5.0
12,361.3333333333333
4,356.5
1,4.0
11,317.0
1,937.0
1,477.0
1,3024.0
10,337.7
1,937.0
2,469.0
1,2.0
1,937.0
2,470.5
2,470.5
4,236.0
5,691.6
1,937.0
1,937.0
2,470.5
1,937.0
1,937.0
1,937.0
2,470.0
3,313.6666666666667
1,937.0
1,937.0
2,996.5
1,937.0
3,338.3333333333333
2,470.5
1,937.0
1,937.0
1,937.0
1,937.0
2,480.0
1,937.0
3,1322.6666666666667
1,937.0
2,470.0
5,206.4
1,937.0
2,1980.5
2,1980.5
6,857.3333333333334
1,937.0
1,937.0
3,319.3333333333333
1,937.0
2,470.0
2,571.5
2,2020.0
2,479.0
1,937.0
1,937.0
1,937.0
1,937.0
4,1060.75
1,937.0
1,937.0
2,470.0
5,206.4
1,937.0
1,937.0
1,937.0
1,937.0
1,937.0
2,537.5
2,1980.5
1,937.0
1,937.0
1,937.0
1,937.0
2,1980.5
3,314.0
1,3.0
1,937.0
2,495.0
2,674.5
1,937.0
2,469.5
2,2.5
2,995.0
1,699.0
1,937.0
2,525.5
3,510.3333333333333
2,469.0
1,2.0
2,472.0
12,356.9166666666667
3,1413.3333333333333
4,1063.0
3,1413.3333333333333
2,1980.5
2,1980.5
5,666.4
5,666.4
5,666.4
5,666.4
5,666.4
5,666.4
5,666.4
4,1063.0
3,1321.0
2,1199.0
2,608.0
2,1522.5
1,937.0
3,1091.0
1,937.0
1,937.0
2,621.5
1,937.0
1,937.0
1,937.0
3,1413.3333333333333
4,1136.5
1,30.0
1,937.0
1,412.0
1,3103.0
2,485.5
1,174.0
2,12.0
6,5.666666666666667
1,6.0
1,3103.0
1,477.0
1,477.0
3,225.33333333333334
1,1461.0
4,1102.25
2,109.5
4,76.75
1,4.0
2,3.0
7,372.0
4,49.75
18,341.94444444444446
2,12.5
1,18.0
1,18.0
4,22.25
2,627.5
10,356.6
1,3103.0
2,2079.5
1,3103.0
4,468.0
1,1.0
1,1.0
1,170.0
1,1056.0
2,1767.5
1,3103.0
2,263.0
1,24.0
5,273.4
1,18.0
3,628.0
7,640.7142857142857
12,347.3333333333333
1,1.0
1,1.0
1,18.0
1,1995.0
13,334.0769230769231
2,16.5
10,373.5
1,10.0
6,454.0
3,6.0
8,460.375
4,645.5
2,95.0
8,491.5
8,460.375
10,368.7
1,10.0
10,448.1
2,4.5
4,944.5
2,18.5
1,110.0
1,3103.0
2,1560.0
4,795.0
1,12.0
6,164.16666666666666
4,231.0
3,36.333333333333336
1,3.0
1,477.0
3,311.6666666666667
1,477.0
5,123.2
4,4.75
1,4.0
3,57.333333333333336
1,477.0
1,11.0
3,346.3333333333333
4,129.0
1,477.0
2,2.0
2,2.0
2,2.0
1,477.0
1,477.0
5,769.0
2,343.0
1,477.0
1,40.0
2,239.5
3,728.0
1,477.0
1,477.0
1,477.0
2,357.0
2,357.0
2,1518.0
2,2.0
1,477.0
1,3.0
3,347.6666666666667
8,301.0
2,260.5
1,477.0
6,115.0
1,7.0
1,477.0
1,3.0
1,477.0
7,458.85714285714283
2,164.0
2,4.5
2,352.5
4,261.0
1,1461.0
4,881.5
1,1461.0
9,153.77777777777777
1,9.0
2,420.5
4,202.75
2,239.5
2,55.5
2,406.0
1,138.0
1,677.0
1,3103.0
2,751.0
1,63.0
4,395.5
1,37.0
1,37.0
1,20.0
2,444.5
12,310.3333333333333
1,12.0
1,2.0
1,12.0
6,390.8333333333333
1,86.0
1,1056.0
1,176.0
2,177.0
1,176.0
1,176.0
1,7.0
1,61.0
1,86.0
23,484.3478260869565
4,91.25
2,88.5
1,2.0
1,132.0
4,10.0
1,4.0
2,93.5
13,238.23076923076923
5,153.6
1,209.0
7,391.85714285714283
2,102.0
2,71.0
1,2.0
2,214.5
1,3103.0
2,2509.5
3,592.3333333333334
1,380.0
6,1055.5
1,4.0
27,337.7037037037037
5,378.0
3,161.66666666666666
2,203.5
2,1562.5
2,1562.5
3,9.333333333333334
10,22.4
3,9.333333333333334
3,9.333333333333334
3,9.333333333333334
2,11.0
2,11.0
2,11.0
2,1767.5
1,875.0
1,3103.0
1,1.0
1,1.0
5,441.8
4,312.25
3,1179.6666666666667
13,212.76923076923077
2,626.5
6,555.5
1,6.0
1,6.0
1,19.0
1,18.0
1,677.0
4,809.25
2,368.5
1,11.0
3,1406.3333333333333
13,222.0
1,13.0
5,659.6
1,1.0
1,1.0
2,345.5
4,581.25
1,4.0
6,448.5
1,699.0
4,914.5
2,1552.0
1,2.0
2,1607.0
1,3103.0
2,1732.5
17,382.7647058823529
3,1577.0
1,1995.0
1,1.0
1,1.0
30,223.93333333333334
10,582.5
1,10.0
1,10.0
2,149.0
1,2.0
1,66.0
3,792.3333333333334
2,119.0
2,33.0
2,751.0
2,1555.0
1,20.0
4,285.0
1,1461.0
4,669.0
1,93.0
3,1079.0
11,326.72727272727275
1,11.0
1,362.0
1,362.0
1,3103.0
3,352.3333333333333
1,297.0
4,402.25
10,381.7
15,503.53333333333336
5,865.2
1,145.0
3,623.3333333333334
2,731.0
1,2.0
2,1559.0
1,3103.0
1,433.0
6,1014.8333333333334
3,557.3333333333334
1,3.0
3,1075.0
14,157.0
1,14.0
5,109.6
2,426.5
2,240.5
1,3103.0
8,943.75
3,111.33333333333333
5,94.8
1,3.0
6,775.1666666666666
1,13.0
2,218.0
3,215.0
1,3103.0
1,3.0
13,477.6923076923077
1,13.0
2,216.5
1,2.0
1,1.0
1,1.0
2,739.0
4,573.0
1,3103.0
1,1995.0
3,121.33333333333333
2,8.5
1,2.0
1,3103.0
3,4.0
1,3.0
2,26.5
4,44.25
7,510.85714285714283
1,4.0
1,1461.0
1,75.0
1,380.0
13,500.3076923076923
2,8.0
2,2079.5
2,417.5
4,1166.0
1,677.0
4,139.75
2,16.0
2,294.0
1,3.0
6,115.16666666666667
1,6.0
2,240.5
1,10.0
4,897.25
9,55.55555555555556
5,630.4
5,630.4
6,193.5
6,526.8333333333334
6,702.1666666666666
9,205.77777777777777
2,559.0
13,473.6923076923077
2,1558.5
6,525.0
2,1513.0
2,1513.0
4,972.25
2,1528.0
1,3024.0
3,364.6666666666667
1,4.0
2,602.0
2,1006.0
1,3024.0
7,1233.857142857143
5,862.8
3,1210.3333333333333
1,439.0
1,439.0
2,438.0
1,2.0
2,439.0
3,525.0
1,3.0
3,525.0
1,3.0
1,97.0
1,3103.0
2,20.0
1,23.0
2,175.5
5,202.8
1,162.0
24,325.5833333333333
1,35.0
24,212.04166666666666
1,24.0
1,63.0
1,63.0
1,1461.0
2,1583.0
2,772.5
2,8.0
2,3.5
1,22.0
1,43.0
4,906.0
4,1017.75
5,404.8
7,693.1428571428571
3,167.66666666666666
1,3103.0
2,1767.5
1,3103.0
7,355.2857142857143
3,204.66666666666666
2,18.5
2,1066.5
1,6.0
3,119.33333333333333
25,277.08
2,17.5
1,25.0
1,25.0
10,112.7
5,337.6
7,690.1428571428571
1,106.0
5,424.2
1,176.0
1,504.0
2,1551.0
3,130.33333333333334
1,22.0
1,106.0
6,484.1666666666667
1,2.0
4,546.25
3,202.0
5,304.6
1,875.0
24,301.8333333333333
2,1560.5
1,3103.0
2,202.5
1,74.0
2,1552.0
1,2.0
2,11.5
1,2.0
4,16.75
7,55.57142857142857
2,998.5
1,35.0
1,3024.0
1,138.0
1,677.0
4,369.75
3,679.0
1,3.0
1,3024.0
4,306.25
5,385.2
16,616.9375
14,376.42857142857144
4,421.75
12,642.75
12,637.75
1,1.0
1,1.0
4,864.75
1,4.0
1,432.0
2,188.0
4,547.5
7,609.8571428571429
4,227.5
2,350.0
1,2.0
1,677.0
9,417.0
3,2059.3333333333335
1,43.0
3,1057.3333333333333
1,3.0
1,162.0
1,329.0
1,1.0
1,1.0
5,143.8
1,15.0
1,1.0
1,1.0
2,217.5
5,191.4
3,4.0
2,9.0
1,875.0
1,1053.0
1,39.0
1,3103.0
1,3103.0
1,1.0
1,1.0
8,578.25
1,8.0
4,293.0
1,1056.0
2,2079.5
1,43.0
2,3.5
2,1682.5
3,787.0
2,1.5
2,1.5
1,2.0
1,2.0
12,329.3333333333333
1,12.0
1,3103.0
1,3024.0
2,1768.0
5,62.8
4,47.0
1,297.0
1,576.0
4,179.5
1,4.0
2,108.0
2,1466.0
4,307.25
3,353.3333333333333
1,141.0
5,799.6
4,294.25
1,477.0
1,174.0
5,243.8
2,1002.5
1,1053.0
2,39.5
2,526.5
4,387.75
3,171.33333333333334
1,3.0
2,964.0
30,504.53333333333336
4,1149.75
1,4.0
3,409.0
6,164.66666666666666
4,30.0
6,431.5
3,27.333333333333332
1,3.0
2,1554.5
3,390.3333333333333
1,3.0
3,378.3333333333333
1,677.0
17,381.94117647058823
2,1578.0
16,115.0625
4,500.5
1,1995.0
2,1002.0
1,1995.0
1,1995.0
16,41.75
1,16.0
3,21.333333333333332
2,2.0
1,40.0
6,373.0
1,6.0
3,308.6666666666667
1,1461.0
8,307.125
7,285.57142857142856
2,1585.0
1,14.0
1,8.0
1,699.0
2,1573.5
1,3.0
3,3.6666666666666665
3,51.666666666666664
2,21.0
2,2.5
7,110.42857142857143
3,162.0
1,20.0
1,20.0
2,740.5
1,1995.0
1,3103.0
1,310.0
1,1.0
1,1.0
3,491.3333333333333
2,1556.5
5,501.4
1,1.0
1,1.0
5,19.8
1,2.0
2,8.0
2,36.0
7,840.4285714285714
3,10.0
3,7.0
1,3.0
3,1386.6666666666667
1,3.0
1,3.0
3,87.33333333333333
2,166.0
1,1461.0
1,4.0
1,71.0
1,3103.0
2,203.0
1,3103.0
4,197.75
5,161.0
2,239.5
8,78.625
1,8.0
6,883.5
2,11.0
1,11.0
1,14.0
21,335.95238095238096
1,21.0
1,21.0
1,14.0
3,14.0
2,87.0
1,75.0
1,55.0
2,1025.0
3,377.3333333333333
2,2079.5
1,866.0
3,703.0
1,3103.0
1,173.0
4,307.25
1,173.0
2,1552.0
1,2.0
2,2242.5
1,439.0
1,176.0
2,375.5
3,196.33333333333334
3,115.66666666666667
1,4.0
4,396.5
1,15.0
3,303.3333333333333
1,310.0
2,172.0
4,91.75
1,4.0
1,3.0
2,33.5
1,102.0
1,102.0
3,843.0
1,75.0
9,640.3333333333334
1,9.0
1,9.0
2,157.0
6,936.5
2,6.0
2,220.0
1,2.0
1,14.0
2,1514.5
1,3024.0
2,1572.0
2,1572.0
4,786.25
1,3024.0
1,1.0
1,1.0
